Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Shamus,All_b,Atarisoft,Synapse Software,,,,0.06m,,,,,,1/1/1982,6/24/2023,#VALUE!,,0,0,
Canyon Climber,All_b,Tandy Corporation,Steve Bjork,,,,0.01m,,,,,,1/1/1982,4/6/2021,#VALUE!,,0,0,
Horizon V,All_b,Gebelli Software,Gebelli Software,,,,0.01m,,,,,,1/1/1982,4/6/2021,#VALUE!,,0,0,
Adventure in Serenia,PC_b,IBM,On-Line Systems,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Air Raiders,2600_b,Mattel Interactive,Mattel,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Amidar,2600_b,Parker Bros.,Konami,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Andromeda Conquest,PC_b,Wizards of the Coast,Avalon Hill,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Anteater,2600_b,Stern,Stern,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Bachelor Party,2600_b,Mystique,Mystique,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Bachelorette Party/Burning Desire,2600_b,Playaround,Playaround,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Beany Bopper,2600_b,20th Century Fox Video Games,Sirius Software,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Beat 'Em & Eat 'Em,2600_b,Mystique,Mystique,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Bermuda Triangle,2600_b,Data Age,Data Age,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Bugs,2600_b,Data Age,Data Age,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Bumble Plot,PC_b,IBM,The Learning Co.,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
C.I.A. Adventure,PC_b,Unknown,International PC Owners,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Call to Arms,PC_b,Unknown,"Sirius Software, Inc.",,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Car Builder,PC_b,Unknown,"Optimum Resource, Inc.",,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Centipede,5200_b,Atari,Atari,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
China Syndrome,2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Coconuts,2600_b,Unknown,Telesys,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Commando Raid,2600_b,US Games,US Games,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Communist Mutants From Space,2600_b,Arcadia Corporation,Arcadia Corporation,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Cosmic Creeps,2600_b,Unknown,Telesys,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Cosmic Swarm,2600_b,"CommaVid, Inc.","CommaVid, Inc.",,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Crash Dive,2600_b,20th Century Fox Video Games,20th Century Fox Video Games,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Cross Force,2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Cruise Missile,2600_b,Unknown,Froggo,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Crypts of Chaos,2600_b,20th Century Fox Video Games,20th Century Fox Video Games,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Demons To Diamonds,2600_b,Atari,Atari,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Dragonstomper,2600_b,Unknown,Starpath Corp.,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Eggomania,2600_b,US Games,US Games,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Eli's Ladder,2600_b,Unknown,Simage,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Encounter At L-5,2600_b,Data Age,Data Age,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Entombed,2600_b,US Games,US Games,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Escape From The Mindmaster,2600_b,Unknown,Starpath Corp.,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Fast Eddie,2600_b,20th Century Fox Video Games,Sirius Software,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Final Approach,2600_b,Apollo,Apollo,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Fire Fighter,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1982,,#VALUE!,,0,0,
Pac-Man,2600_b,Atari,Atari,,,,7.70m,,,,,,3/1/1982,,#VALUE!,,0,0,
Space Hawk,Int_b,Mattel Electronics,Mattel,,,,,,,,,,4/19/1982,1/13/2018,#VALUE!,,0,0,
Pitfall,Series_b,Activision,Activision,,,,10.00m,,,,,,4/20/1982,2/16/2020,#VALUE!,,0,0,
Pitfall!,2600_b,Activision,Activision,,,,4.00m,,,,,,4/20/1982,,#VALUE!,,0,0,
Yars' Revenge,2600_b,Atari,Atari,,,,,0.78m,0.73m,0.04m,,0.01m,5/1/1982,,0.78,,0.78,0.78,
Sub Hunt,Int_b,Mattel Electronics,APh Technological Consulting,,,,,,,,,,5/6/1982,1/13/2018,#VALUE!,,0,0,
Reversi,Int_b,Mattel Electronics,APh Technological Consulting,,,,,,,,,,5/11/1982,1/13/2018,#VALUE!,,0,0,
Night Stalker,Int_b,Mattel Electronics,Mattel,,,,,,,,,,5/16/1982,1/13/2018,#VALUE!,,0,0,
Choplifter,All_b,Broderbund,Dan Gorlin,,,,0.10m,,,,,,5/21/1982,4/6/2021,#VALUE!,,0,0,
Star Wars: The Empire Strikes Back,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,5/22/1982,,#VALUE!,,0,0,
Frog Bog,Int_b,Mattel Electronics,Mattel,,,,,,,,,,5/25/1982,1/13/2018,#VALUE!,,0,0,
Chopper Command,2600_b,Activision,Activision,,,,,0.50m,0.47m,0.03m,,0.01m,6/15/1982,,0.50,,0.50,0.5,
Starmaster,2600_b,Activision,Activision,,,,,,,,,,6/23/1982,,#VALUE!,,0,0,
Space Spartans,Int_b,Mattel Electronics,Mattel,,,,,,,,,,6/29/1982,1/13/2018,#VALUE!,,0,0,
Lock 'N' Chase,Int_b,Mattel Electronics,Mattel,,,,,,,,,,7/9/1982,1/13/2018,#VALUE!,,0,0,
B-17 Bomber,Int_b,Mattel Electronics,Mattel,,,,,,,,,,7/23/1982,1/13/2018,#VALUE!,,0,0,
Advanced Dungeons & Dragons,Int_b,Mattel Electronics,APh Technological Consulting,,,,0.70m,,,,,,8/16/1982,1/13/2018,#VALUE!,,0,0,
Zork III: The Dungeon Master,PC_b,Infocom,Infocom,,,,0.13m,,,,,,8/18/1982,,#VALUE!,,0,0,
Cosmic Avenger,CV_b,Coleco,Universal,,,,,,,,,,9/7/1982,10/18/2021,#VALUE!,,0,0,
Smurf: Rescue in Gargamel's Castle,CV_b,Coleco,Coleco,,,,,,,,,,9/7/1982,9/18/2020,#VALUE!,,0,0,
Bomb Squad,Int_b,Mattel Electronics,Mattel,,,,,,,,,,9/14/1982,1/13/2018,#VALUE!,,0,0,
Carnival,CV_b,Coleco,Gremlin Industries,,,,,,,,,,10/5/1982,12/5/2020,#VALUE!,,0,0,
Ken Uston BlackJack/Poker,CV_b,Coleco,Coleco,,,,,,,,,,10/5/1982,10/18/2021,#VALUE!,,0,0,
Lady Bug,CV_b,Coleco,Universal,,,,,,,,,,10/5/1982,10/18/2021,#VALUE!,,0,0,
Zaxxon,CV_b,Coleco,Sega,,,,,,,,,,10/5/1982,10/18/2021,#VALUE!,,0,0,
Sharp Shot,Int_b,Mattel Electronics,APh Technological Consulting,,,,,,,,,,10/28/1982,1/13/2018,#VALUE!,,0,0,
Microsoft Flight Simulator,Series_b,Microsoft,Sublogic,,,,22.20m,,,,,,11/1/1982,10/6/2022,#VALUE!,,0,0,
The Lord of the Rings,Series_b,Melbourne House,Beam Software,,,,20.57m,,,,,,11/1/1982,3/9/2020,#VALUE!,,0,0,
Microsoft Flight Simulator 1.0,PC_b,Microsoft,Sublogic,,,,0.80m,,,,,,11/1/1982,,#VALUE!,,0,0,
Pole Position,Arc_b,Atari,Unknown,,,,,,,,,,11/1/1982,,#VALUE!,,0,0,
The Hobbit (1982),All_b,Melbourne House,Beam Software,,,,0.50m,,,,,,11/1/1982,5/24/2023,#VALUE!,,0,0,
Mouse Trap,CV_b,Coleco,Exidy,,,,,,,,,,11/2/1982,10/18/2021,#VALUE!,,0,0,
Zork: The Great Underground Empire,PC_b,Infocom,"Infocom, Inc.",,,,0.43m,,,,,,12/1/1982,,#VALUE!,,0,0,
Shark! Shark!,Int_b,Mattel Electronics,Mattel,,,,,,,,,,12/6/1982,1/13/2018,#VALUE!,,0,0,
Oink!,2600_b,Activision,Activision,,,,,,,,,,12/27/1982,,#VALUE!,,0,0,
James Bond,Series_b,Parker Bros.,Richard Shepherd Software,,,,30.00m,,,,,,1/1/1983,3/8/2020,#VALUE!,,0,0,
Asterix,Series_b,Atari,Atari,,,,5.00m,,,,,,1/1/1983,9/21/2022,#VALUE!,,0,0,
Dig Dug,2600_b,Atari,Atari,,,,,1.64m,1.52m,0.10m,,0.02m,1/1/1983,,1.64,,1.64,1.64,
Pole Position,2600_b,Atari,Atari,,,,,1.18m,1.10m,0.07m,,0.01m,1/1/1983,,1.18,,1.18,1.18,
Moon Patrol,2600_b,Atari,Atari,,,,,1.12m,1.05m,0.06m,,0.01m,1/1/1983,,1.12,,1.12,1.12,
Jungle Hunt,2600_b,Atari,Atari,,,,,1.10m,1.03m,0.06m,,0.01m,1/1/1983,,1.10,,1.10,1.1,
Joust,2600_b,Atari,Atari,,,,,1.08m,1.01m,0.06m,,0.01m,1/1/1983,,1.08,,1.08,1.08,
Donkey Kong Junior,2600_b,Coleco,Nintendo,,,,,0.97m,0.90m,0.05m,,0.01m,1/1/1983,,0.97,,0.97,0.97,
Enduro,2600_b,Activision,Activision,,,,,0.87m,0.81m,0.05m,,0.01m,1/1/1983,,0.87,,0.87,0.87,
Galaxian,2600_b,Atari,Atari,,,,,0.77m,0.72m,0.05m,,0.01m,1/1/1983,,0.77,,0.77,0.77,
Kangaroo,2600_b,Atari,Atari,,,,,0.72m,0.67m,0.04m,,0.01m,1/1/1983,,0.72,,0.72,0.72,
Keystone Kapers,2600_b,Activision,Activision,,,,,0.66m,0.62m,0.04m,,0.01m,1/1/1983,,0.66,,0.66,0.66,
Flash Gordon,2600_b,20th Century Fox Video Games,20th Century Fox Video Games,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Forest,2600_b,Unknown,Sancho,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Frogger,5200_b,Parker Bros.,Parker Brothers,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Frogger,PC_b,Sierra Online,Konami,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
G.I. Joe: Cobra Strike,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Gangster Alley,2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Gas Hog,2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Ghost Manor,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Glacier Patrol,2600_b,Telegames,Sunrise Software Inc.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Glib,2600_b,Unknown,Selchow & Righter,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Gorf,5200_b,CBS Electronics,CBS Electronics,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Great Escape,2600_b,Bomb,Bomb,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Harbor Escape,2600_b,Panda Entertainment,Panda Entertainment,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
I Want My Mommy,2600_b,Unknown,Zimag,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
James Bond 007,2600_b,Parker Bros.,Parker Brothers,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Jetpac,PC_b,Unknown,Ashby Computers and Graphics Ltd.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Joust,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Jungle Hunt,5200_b,Atari,Taito Corporation,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Kaboom!,5200_b,Activision,Activision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Kangaroo,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Killer Satellites,2600_b,Unknown,Starpath Corp.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Kool-Aid Man,2600_b,Mattel Interactive,Mattel,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Laser Gates,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Laser Volley,2600_b,Zellers,Zellers,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Lilly Adventure,2600_b,Unknown,Quelle,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
London Blitz,2600_b,Unknown,Avalon Hill,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Lunar Jetman,PC_b,Unknown,Ultimate - Play the Game,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
M*A*S*H,2600_b,20th Century Fox Video Games,20th Century Fox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Malagai,2600_b,Answer Software,Answer Software,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Mangia',2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Marine Wars,2600_b,Konami,Konami,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Master Builder,2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Masters of the Universe: Power of He-Man,2600_b,Mattel Interactive,Mattel,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Megamania,5200_b,Activision,Activision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Miner 2049er,2600_b,Tigervision,Tigervision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Miner 2049er,5200_b,Big Five Software,Big Five Software,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Miner 2049er,PC_b,Unknown,Big Five Software,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Mission 3000,2600_b,Bit Corporation,Quelle,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Mission 3000 A.D.,2600_b,Bit Corporation,Quelle,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Mission Survive,2600_b,Unknown,Video Gems,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Monster Math,PC_b,IBM,IBM,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Montezuma's Revenge featuring Panama Joe,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Moon Patrol,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Moonsweeper,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Mr. Postman,2600_b,Bit Corporation,Bit Corporation,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Ms. Pac-Man,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Nightmare,2600_b,Unknown,Sancho,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
No Escape!,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Omega Race,2600_b,CBS Electronics,CBS Electronics,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Oscar's Trash Race,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Out Of Control,2600_b,Avalon Interactive,Avalon Hill,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Pac-Kong,2600_b,Quelle,Goliath Video System,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Party Mix,2600_b,Unknown,Starpath Corp.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Pengo,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Pepsi Invaders,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Personal Game Programmer,2600_b,Answer Software,Answer Software,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Pigs in Space,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Pitfall,5200_b,Activision,Activision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Planet Patrol,2600_b,Spectravision,Spectravision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Pole Position,5200_b,Atari,Namco,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Popeye,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Q*bert,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Quadrun,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Quick Step,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Rabbit Transit,2600_b,Unknown,Starpath Corp.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
RealSports Baseball,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
RealSports Football,5200_b,Midway Games,Midway Games,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
RealSports Soccer,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
RealSports Soccer,5200_b,Midway Games,Midway Games,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
RealSports Tennis,5200_b,Atari,Midway Games,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Revenge of The Beefsteak Tomatoes,2600_b,20th Century Fox Video Games,20th Century Fox Video Games,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
River Raid,5200_b,Activision,Activision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Robin Hood,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Robotron: 2084,5200_b,Atari,"Williams Electronic Games, Inc.",,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Rock 'N Roll Escape,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Rubik's Cube,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Scuba Diver,2600_b,Panda Entertainment,Panda Entertainment,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Sea Dragon,PC_b,Unknown,Adventure International,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Sea Monster,2600_b,Bit Corporation,Bit Corp.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Seaquest,2600_b,Activision,Activision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Shuttle Orbiter,2600_b,Unknown,Avalon Hill,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Sir Lancelot,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Ski Hunt,2600_b,Unknown,Homevision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Skin Diver,2600_b,Unknown,Sancho,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Sky Skipper,2600_b,Parker Bros.,Parker Bros.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Smurfs Save The Day,2600_b,Coleco,Coleco,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Snoopy & The Red Baron,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Solar Fox,2600_b,CBS Electronics,Bally Midway,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Solar Storm,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Sorcerer,2600_b,Mythicon,Mythicon,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Sorcerer's Apprentice,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Space Dungeon,5200_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Space Shuttle: A Journey Into Space,2600_b,Activision,Activision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Space Tunnel,2600_b,Bit Corporation,Bit Corp.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Spacemaster X-7,2600_b,20th Century Fox Video Games,Sirius Software,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Spider Fighter,2600_b,Activision,Activision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Spiderdroid,2600_b,Unknown,Froggo,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Spike's Peak,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Spitfire Attack,2600_b,Milton Bradley,Milton Bradley,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Spy Hunter,2600_b,Sega,Bally Midway,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Star Fox,2600_b,Mythicon,Mythicon,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Star Trek,5200_b,Sega,Sega,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Star Trek: Strategic Operations Simulator,2600_b,Sega,Sega,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Star Wars Return of The Jedi: Death Star Battle,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Star Wars: Death Star Battle,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Star Wars: Jedi Arena,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Star Wars: The Arcade Game,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Star Wars: The Arcade Game,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Strawberry Shortcake: Musical Match-ups,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Stronghold,2600_b,"CommaVid, Inc.","CommaVid, Inc.",,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Stuntman,2600_b,Panda Entertainment,Panda Entertainment,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Subterranea,2600_b,Imagic,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Suicide Mission,2600_b,Unknown,Starpath Corp.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Super Cobra,2600_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Super Cobra,5200_b,Parker Bros.,Parker Bros,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Surfer's Paradise but Danger below!,2600_b,Unknown,Video Gems,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Survival Island,2600_b,Unknown,Starpath Corp.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Survival Run,2600_b,Milton Bradley,Milton Bradley,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Sword of Fargoal,C64_b,Epyx,Unknown,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Sword of Saros,2600_b,Unknown,Starpath Corp.,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Swordquest: WaterWorld,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Tapper,2600_b,Sega,Sega,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Task Force,2600_b,Unknown,Froggo,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Taz,2600_b,Atari,Atari,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
The Dreadnought Factor,5200_b,Atari,Activision,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
The Earth Dies Screaming,2600_b,20th Century Fox Video Games,20th Century Fox Video Games,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
The Music Machine,2600_b,Unknown,Sparrow,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Thunderground,2600_b,Sega,Sega,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Time Pilot,2600_b,Coleco,Konami,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Tomarc The Barbarian,2600_b,Xonox,Xonox,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Tunnel Runner,2600_b,CBS Electronics,CBS Electronics,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Ultima III: Exodus,PC_b,Origin Systems,Origin Systems,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Video Jogger,2600_b,Unknown,Exus,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Video Reflex,2600_b,Unknown,Exus,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Wall Ball,2600_b,Avalon Interactive,Avalon Hill,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Wall Defender,2600_b,Bomb,Bomb,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Wing War,2600_b,Activision,Imagic,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Z-Tack,2600_b,Bomb,Bomb,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
Zaxxon,5200_b,Sega,Sega,,,,,,,,,,1/1/1983,,#VALUE!,,0,0,
X-Man,2600_b,Unknown,Universal Gamex,,,,,0.63m,0.58m,0.04m,,0.01m,1/1/1983,,0.63,,0.63,0.63,
Battlezone,2600_b,Atari,Atari,,,,,0.62m,0.58m,0.03m,,0.01m,1/1/1983,,0.62,,0.62,0.62,
Halloween,2600_b,Unknown,Wizard Video Games,,,,,0.62m,0.58m,0.03m,,0.01m,1/1/1983,,0.62,,0.62,0.62,
Q*bert,2600_b,Parker Bros.,Gottlieb,,,,,0.58m,0.55m,0.03m,,0.01m,1/1/1983,,0.58,,0.58,0.58,
Advanced Dungeons & Dragons: Treasure of Tarmin,Int_b,Mattel Electronics,APh Technological Consulting,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Beamrider,Int_b,Activision,Cheshire Engineering,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Blockade Runner,Int_b,Interphase,Interphase,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Bump 'N' Jump,Int_b,Mattel Electronics,Technology Associates,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
BurgerTime,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Buzz Bombers,Int_b,Mattel Electronics,Mattel,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Centipede,Int_b,Atarisoft,Atari,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Congo Bongo,Int_b,Sega,Sega,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Defender,Int_b,Atarisoft,Atari,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
Donkey Kong Jr.,Int_b,Coleco,Coleco,,,,,,,,,,1/1/1983,1/13/2018,#VALUE!,,0,0,
