Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Chiller,NES_b,Unknown,"American Game Cartridges, Inc.",,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Circuit's Edge,PC_b,Infocom,Westwood Associates,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Clash at Demonhead,NES_b,Victory Lap Games,Vic Tokai,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Columns,MS_b,Sega,Sega,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Commando,7800_b,Atari,Sculptured Software,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Countdown,PC_b,Access Software,Access Software,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Cratermaze,PCE_b,NEC,Hudson Soft,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Crystal Mines II,Lynx_b,Atari,Color Dreams,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Cyber-Core,PCE_b,NEC,Alfa System,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Cyberball,GEN_b,Sega,Tengen,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Dangerous Dave,PC_b,SoftDisk Publishing,SoftDisk,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Darius ÃŽÂ±,PCE_b,NEC Avenue,Bits Laboratory,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Dark Spyre,PC_b,EPS/Electronic Zoo,Event Horizon Software,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Days of Thunder,PC_b,Mindscape,Argonaut Games,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Deathbots,NES_b,American Video Entertainment,Odyssey Digital Entertainment,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Deja Vu II: Lost in Las Vegas,PC_b,Mindscape,"ICOM Simulations, Inc.",,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Devil's Crush,PCE_b,NEC Interchannel,Compile,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Dick Tracy,GEN_b,Capcom,Sega,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Dick Tracy,MS_b,Sega,Sega,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
Dick Tracy,PC_b,Titus,Titus Software,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
DJ Boy,GEN_b,Kaneko Co. Ltd,Kaneko,,,,,,,,,,1/1/1990,,#VALUE!,,0,0,
